business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,types,price_level,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,city,verified,photos,state,description,email
0x4888469c8f5c80ed:0x8859c3f4aaa71d20,1413031100,Morton Fraser MacRoberts LLP,"Capella Building, Morton Fraser MacRoberts LLP, 60 York St, Glasgow G2 8JX, United Kingdom",55.8576052,-4.2625144,24.0,3.9,Europe/London,http://www.mfmac.com/,ChIJ7YBcj5xGiEgRIB2nqvTDWYg,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888469c8f5c80ed:0x8859c3f4aaa71d20,"Attorney, Employment attorney, Family law attorney, Law firm, Patent attorney",,8AM5:30PM,8AM5:30PM,8AM5:30PM,Closed,Closed,8AM5:30PM,8AM5:30PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipPVYW67H9qIyu0-U5Eky2fx5Bj0U111BhwCo863=w203-h135-k-no,Open  Closes 5:30PM,,"edinburgh@mfmac.com, glasgow@mfmac.com"
0x488849304251aea9:0x7fb35cc861d7ab85,1418875181,Macnairs + Wilson Solicitors Paisley,"Macnairs + Wilson Solicitors Paisley, 9-11, New St, Paisley PA1 1XU, United Kingdom",55.8445301,-4.426037,17.0,4.1,Europe/London,http://www.macnairswilson.co.uk/paisley.html,ChIJqa5RQjBJiEgRhavXYchcs38,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x488849304251aea9:0x7fb35cc861d7ab85,"Attorney, Divorce lawyer, Elder law attorney, Family law attorney, Law firm, Real estate attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Paisley, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipMMjX2XAkZ1otJZIUJGjDshM7UcF3a8i_VV3OoD=w203-h114-k-no,Open  Closes 5PM,,"glasgow@macnairswilson.co.uk, paisley@macnairswilson.co.uk"
0x4888442bced6adcb:0xc502e749a199ca49,1413004300,Irwin Mitchell Solicitors,"2nd Floor, Irwin Mitchell Solicitors, 1 W Regent St, Glasgow G2 1RW, United Kingdom",55.8627833,-4.255214,17.0,4.4,Europe/London,https://www.irwinmitchell.com/our-offices/united-kingdom/glasgow,ChIJy63WzitEiEgRScqZoUnnAsU,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4888442bced6adcb:0xc502e749a199ca49,"Attorney, Divorce lawyer, Employment attorney, Estate planning attorney, Family law attorney, General practice attorney, Law firm, Legal services, Personal injury attorney, Real estate attorney",,7AM8PM,7AM8PM,7AM8PM,9AM5PM,9AM5PM,7AM8PM,7AM8PM,"Glasgow, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipNnWf09o71qhGyGCobYw0yH5Ho8cX8XQRv7WXrD=w203-h135-k-no,Open  Closes 8PM,,"clientdevelopment@irwinmitchell.com, example@example.com, press.office@irwinmitchell.com, sarah.ball@irwinmitchell.com, you@example.com, alumni@irwinmitchell.com"
0x4887c7a25618353b:0xa431047912166969,1312289900,Shepherd and Wedderburn LLP,"Shepherd and Wedderburn LLP, 9 Haymarket Square, Edinburgh EH3 8FY, United Kingdom",55.9458249,-3.216082,18.0,4.3,Europe/London,https://shepwedd.com/?utm_source=GMB&utm_medium=webclick&utm_campaign=Edinburgh,ChIJOzUYVqLHh0gRaWkWEnkEMaQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4887c7a25618353b:0xa431047912166969,"Attorney, Bankruptcy attorney, Employment attorney, Immigration attorney, Law firm, Legal services, Mediation service, Patent attorney, Tax attorney, Trial attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Edinburgh, United Kingdom",True,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u9aNSvpFGbw4bkAludwcHg&cb_client=search.gws-prod.gps&w=203&h=100&yaw=176.69867&pitch=0&thumbfov=100,Open  Closes 5PM,,"steve.dalgleish@shepwedd.com, lynn.beaumont@shepwedd.com, hannah.mcdermott@shepwedd.com, paul.carlyle@shepwedd.com"
0x4887c7859f6ae6f3:0xfba152fa175a2afc,1312256111,Paterson Bell Solicitors,"Paterson Bell Solicitors, 34 Blair St, Edinburgh EH1 1QR, United Kingdom",55.9490145,-3.1873069,9.0,4.1,Europe/London,https://www.patersonbell.co.uk/contact-paterson-bell/solicitors-edinburgh/,ChIJ8-Zqn4XHh0gR_CpaF_pSofs,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4887c7859f6ae6f3:0xfba152fa175a2afc,"Criminal justice attorney, Law firm, Attorney, Legal aid office, Legal services, Trial attorney",,8AM6PM,8AM6PM,8AM6PM,Closed,Closed,8AM6PM,8AM6PM,"Edinburgh, United Kingdom",True,https://lh5.googleusercontent.com/p/AF1QipOom2t0-fVRQ8EbCMhVP-5CiS2Cnozn2j3jAMbb=w203-h106-k-no,Open  Closes 6PM,,crime@patersonbell.co.ukx
0x487bb1c47a30cdbd:0xcbe27d3e4832899,1618279400,Wilson Gunn | Patent & Trade Mark Attorneys,"Wilson Gunn | Patent & Trade Mark Attorneys, 5th Floor Blackfriars House The, Parsonage, Manchester M3 2JA, United Kingdom",53.4834294,-2.2478096,8.0,4.5,Europe/London,https://www.wilsongunn.com/,ChIJvc0wesSxe0gRmSiD5NMnvgw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487bb1c47a30cdbd:0xcbe27d3e4832899,"Patent attorney, Law firm, Attorney, Legal services",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Manchester, United Kingdom",True,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MelVP6-5xCncz8IG1kXf_w&cb_client=search.gws-prod.gps&w=203&h=100&yaw=316.99176&pitch=0&thumbfov=100,Open  Closes 5PM,,"glasgow@wilsongunn.com, liverpool@wilsongunn.com, chesterfield@wilsongunn.com, london@wilsongunn.com, manchester@wilsongunn.com, birmingham@wilsongunn.com"
0x89e48caa7bd5c591:0x72fd6e75ab167a0,15088222071,Gay & Gay: David Gay,"Gay & Gay: David Gay, 73 Washington St, Taunton, MA 02780, United States",41.9045464,-71.09524739999999,11.0,4.8,America/New_York,http://www.gayandgaypc.com/,ChIJkcXVe6qM5IkRoGexWufWLwc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x89e48caa7bd5c591:0x72fd6e75ab167a0,"Attorney, Divorce lawyer, Estate planning attorney, Family law attorney, General practice attorney, Labor relations attorney, Personal injury attorney, Real estate attorney, Small claims assistance service",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Taunton, MA, United States",True,https://lh5.googleusercontent.com/p/AF1QipO03-PbLuYth4hxZiK2HHdh-DqlacpP5pg4isbI=w203-h152-k-no,Closed  Opens 9AM,,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, jennifer@ggflaw.com"
0x88f692bcf754a62f:0x12e2bd75ffc3e33c,17064854001,Gailey Law Firm,"Gailey Law Firm, 953 Harmony Rd, Eatonton, GA 31024, United States",33.4232369,-83.26873619999999,18.0,4.3,America/New_York,http://www.gaileylawfirm.com/,ChIJL6ZU97yS9ogRPOPD_3W94hI,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x88f692bcf754a62f:0x12e2bd75ffc3e33c,Attorney,,8AM5PM,8AM5PM,8AM5PM,Closed,Closed,8AM5PM,8AM5PM,"Eatonton, GA, United States",True,https://lh5.googleusercontent.com/p/AF1QipOdh54_TQfPUh3GpWNaNo3BNPtG7Ur4wtcIt3uZ=w203-h152-k-no,Closed  Opens 8AM,,"laura@gaileylawfirm.com, michael@gaileylawfirm.com"
0x88f6b80d4b9129a5:0xbc0e0e6802aab9e3,14784513111,"Calvin McMullen, Attorney at Law","Calvin McMullen, Attorney at Law, 187 Roberson Mill Rd STE 109, Milledgeville, GA 31061, United States",33.0990403,-83.2602639,8.0,3.3,America/New_York,http://www.calvinmcmullenattorneyatlaw.com/,ChIJpSmRSw249ogR47mqAmgODrw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x88f6b80d4b9129a5:0xbc0e0e6802aab9e3,"Criminal justice attorney, Civil law attorney, Divorce lawyer, Family law attorney",,8AM5PM,8AM5PM,8AM5PM,Closed,Closed,8AM5PM,8AM5PM,"Milledgeville, GA, United States",False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jcSwneoGp4IlBdwG6yzYag&cb_client=search.gws-prod.gps&w=203&h=100&yaw=252.79019&pitch=0&thumbfov=100,Closed  Opens 8AM,,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
0x88f6b80d4b9129a5:0x17700c81c0665e87,14784141990,Price Douglas Lee,"Price Douglas Lee, 187 Roberson Mill Rd STE 101, Milledgeville, GA 31061, United States",33.0990403,-83.2602639,1.0,5.0,America/New_York,http://browneandpricepa.com/,ChIJpSmRSw249ogRh15mwIEMcBc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x88f6b80d4b9129a5:0x17700c81c0665e87,Attorney,,,,,,,,,"Milledgeville, GA, United States",False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jcSwneoGp4IlBdwG6yzYag&cb_client=search.gws-prod.gps&w=203&h=100&yaw=252.79019&pitch=0&thumbfov=100,,,douglas@browneandpricepa.com
0x88f692bd30fad7c7:0x96d450b5a9e77b89,17064854001,Gailey Law Firm: Gailey Jr R Michael,"Gailey Law Firm: Gailey Jr R Michael, 953 Harmony Rd # 101, Eatonton, GA 31024, United States",33.4234561,-83.27022079999999,,,America/New_York,http://www.gaileylawfirm.com/,ChIJx9f6ML2S9ogRiXvnqbVQ1JY,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x88f692bd30fad7c7:0x96d450b5a9e77b89,"Trial attorney, Civil law attorney, Criminal justice attorney, Divorce lawyer, Family law attorney",,8AM5PM,8AM5PM,8AM5PM,Closed,Closed,8AM5PM,8AM5PM,"Eatonton, GA, United States",True,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KhP_jMTLVvXUjOakcdL4nQ&cb_client=search.gws-prod.gps&w=203&h=100&yaw=133.89705&pitch=0&thumbfov=100,Closed  Opens 8AM,,"laura@gaileylawfirm.com, michael@gaileylawfirm.com"
0x79540f4873c3d295:0x49e6ce324521edee,18083262220,Law Office of Lee Mattingly,"Law Office of Lee Mattingly, 75-5909 Walua Road Second Floor Kona Town Market Building, Kailua-Kona, HI 96740, United States",19.6288262,-155.9854163,30.0,4.2,Pacific/Honolulu,http://www.leemattinglylaw.com/,ChIJldLDc0gPVHkR7u0hRTLO5kk,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f4873c3d295:0x49e6ce324521edee,"Divorce lawyer, Family law attorney, Attorney, Mediation service, Personal injury attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,8AM5PM,9AM5PM,"Kailua-Kona, HI, United States",True,https://lh5.googleusercontent.com/p/AF1QipOTLlhVB6L9q_zWjoFrQhhyB0LevOmHnBRUZfZd=w203-h270-k-no,Closed  Opens 9AM,,thumbnail_img_2591-269x300@2x.jpg
0x79540f1c0a833a93:0x4f40eb1da70f340,18083292076,Pacific States Legal Group,"Pacific States Legal Group, 75-5995 Kuakini Hwy Suite 432, Kailua-Kona, HI 96740, United States",19.627231,-155.9807899,7.0,4.4,Pacific/Honolulu,https://www.konalawyer.com/,ChIJkzqDChwPVHkRQPNw2rEO9AQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f1c0a833a93:0x4f40eb1da70f340,"Divorce lawyer, Family law attorney, Personal injury attorney, Real estate attorney",,9AM5PM,9AM5PM,9AM5PM,Closed,Closed,9AM5PM,9AM5PM,"Kailua-Kona, HI, United States",True,https://lh5.googleusercontent.com/p/AF1QipM2SWX8PqGzOsK26x_Yq3BfNkPIBz2TzI7h7Ufe=w203-h106-k-no,Closed  Opens 9AM,,"c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, assistant@konalawyer.com"
0x79540f1b4ffcbd25:0xacf646ef152bb785,18082292190,"Mattoch & Kirley, LLLC","Mattoch & Kirley, LLLC, 74-5706 Hanama Pl Suite 201A, Kailua-Kona, HI 96740, United States",19.6400168,-155.9923313,4.0,4.0,Pacific/Honolulu,https://www.mattochkirley.com/?npcmp=dir:local:5291992:96813,ChIJJb38TxsPVHkRhbcrFe9G9qw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f1b4ffcbd25:0xacf646ef152bb785,Personal injury attorney,,8AM5PM,8AM5PM,8AM5PM,Closed,Closed,8AM5PM,8AM5PM,"Kailua-Kona, HI, United States",True,https://lh5.googleusercontent.com/p/AF1QipNftFyg4IYcBMU1TBVsCzLuD1joZy9dIMEoSAK3=w203-h114-k-no,Closed  Opens 8AM,,"dan@mattochkirley.com, scott@mattochkirley.com"
0x79540ef00a676ff7:0x493bf6dbacad6f48,18083296464,Carlsmith Ball LLP,"Carlsmith Ball LLP, 75-5722 Kuakini Hwy, Kailua-Kona, HI 96740, United States",19.6395739,-155.9915806,2.0,4.0,Pacific/Honolulu,https://www.carlsmith.com/,ChIJ929nCvAOVHkRSG-trNv2O0k,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ef00a676ff7:0x493bf6dbacad6f48,Attorney,,,,,,,,,"Kailua-Kona, HI, United States",False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IWNzHON9Fmrp08W1fmCmew&cb_client=search.gws-prod.gps&w=203&h=100&yaw=246.09889&pitch=0&thumbfov=100,,,"hr@carlsmith.com, recruiting@carlsmith.com, inquiry@carlsmith.com"
0x79540efb88bb05d7:0x9397fcdeff07342,18083254224,Hawaii Trust & Estate Counsel - Kona Office,"Hawaii Trust & Estate Counsel - Kona Office, 75-5915 Walua Rd, Kailua-Kona, HI 96740, United States",19.6286898,-155.9852764,2.0,5.0,Pacific/Honolulu,http://www.hawaiitrustlaw.com/,ChIJ1wW7iPsOVHkRQnPw781_OQk,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efb88bb05d7:0x9397fcdeff07342,Estate planning attorney,,8:30AM4:30PM,8:30AM4:30PM,8:30AM4:30PM,Closed,Closed,8:30AM4:30PM,8:30AM4:30PM,"Kailua-Kona, HI, United States",True,https://lh5.googleusercontent.com/p/AF1QipP3DuaXepwLyjhwpZWu-BneyQ6R4zgwc6Gd7Om-=w203-h152-k-no,Closed  Opens 8:30AM,,"user@domain.com, office@hawaiitrustlaw.com"
0x79540efc943c6435:0x81358e8b361ca4f8,18083295811,Cades Schutte,"Cades Schutte, 75-170 Hualalai Rd # B303, Kailua-Kona, HI 96740, United States",19.6373572,-155.9889313,,,Pacific/Honolulu,https://www.cades.com/attorneys/,ChIJNWQ8lPwOVHkR-KQcNouONYE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540efc943c6435:0x81358e8b361ca4f8,Attorney,,,,,,,,,"Kailua-Kona, HI, United States",False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1YR2smOOyQhhem0RaBf_3g&cb_client=search.gws-prod.gps&w=203&h=100&yaw=221.65114&pitch=0&thumbfov=100,,,"bg-leaves@2x-768x223.jpeg, bg-leaves@2x-1680x488.jpeg, bg-leaves@2x-1600x465.jpeg, bg-leaves@2x-300x87.jpeg, bg-leaves@2x-2048x595.jpeg, bg-leaves@2x-1536x446.jpeg, bg-leaves@2x-1024x297.jpeg"
0x79540ef00a676ff7:0xf3f6fd4bd3e6af85,18083296464,Haitsuka Edmund W,"Haitsuka Edmund W, 75-1000 Henry St # 209, Kailua-Kona, HI 96740, United States",19.6443676,-155.9884605,,,Pacific/Honolulu,https://www.carlsmith.com/,ChIJ929nCvAOVHkRha_m00v99vM,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540ef00a676ff7:0xf3f6fd4bd3e6af85,Attorney,,,,,,,,,"Kailua-Kona, HI, United States",False,,,,"hr@carlsmith.com, recruiting@carlsmith.com, inquiry@carlsmith.com"
0x79540f4875fa3e2f:0x20bc67ec886ee5f0,18083276260,Attorney General Department,"Attorney General Department, 77-6399 Nalani St #101, Kailua-Kona, HI 96740, United States",19.6059434,-155.9629417,,,Pacific/Honolulu,https://ag.hawaii.gov/,ChIJLz76dUgPVHkR8OVuiOxnvCA,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x79540f4875fa3e2f:0x20bc67ec886ee5f0,"Attorney, Local government office",,,,,,,,,"Kailua-Kona, HI, United States",False,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CyA6imTiCXz7oT7eoqMm8Q&cb_client=search.gws-prod.gps&w=203&h=100&yaw=346.04535&pitch=0&thumbfov=100,,,"hawaiimissingkids@hawaii.gov, ag.ocsh@hawaii.gov, atg.charities@hawaii.gov, hawaiiag@hawaii.gov"
